Country_,Name,Issuer_,Distributor_,Wrapper_,Volume_,ProductCurrency,Underlying_,Underlying_Type_,InitialStrikeDateUTC,Tenor,AutoCallFreq_,CapitalProtection,PDI_Type_,PDI_Barrier_,MinCoupon_,MaxCoupon_,MaxAnnualizedPayout_,AC_FirstDate_,AC_FirstLevel_,AC_FirstPayout_,AC_LastLevel_,AC_LastPayout_,Description_,ISIN_,FT_
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['MerQube Solvay SA 2.4 Point Decrement EUR 1 Index'],Decrement,2025-07-23T00:00:00Z,10.10137,Quarterly,0.0,European,-60.0,0.0,12.1,,2026-08-20T00:00:00Z,0.0,100.0,-30.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 23/07/2025, 20/08/2025",XS3127138371,https://brochures.structuredretailproducts.com/brochure/2025/08/28/E3-DF-9E-90-27-DE-A7-6F-E4-91-88-5F-33-61-C6-AA.pdf
FRA,Phoenix Mémoire Escalier Stellantis Div 1.34 Novembre 2024,Citi,Non-public,Medium Term Note,4.0,EUR,['iStoxx Single Stock on Stellantis GR Decrement 1.34 Index'],Decrement,2024-09-02T00:00:00Z,10.26575,Quarterly,0.0,European,-80.0,0.0,9.0,,2030-08-29T00:00:00Z,-52.25,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 02/09/2024, 29/11/2024",XS2885411160,https://brochures.structuredretailproducts.com/brochure/2025/08/28/B1-0E-6F-97-21-A0-F3-B6-28-73-95-0D-52-6B-B3-E7.pdf
FRA,GenFin 7 Phoenix mémoire dégressif indice énergie Europe décrément 50 pts novembre 2025,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Morningstar Developed Europe Energy Select 10 Decrement 50 Point GR EUR Index'],Decrement,2025-07-30T00:00:00Z,12.36438,Quarterly,0.0,European,-50.0,0.0,9.1,,2026-11-30T00:00:00Z,0.0,100.0,-20.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3126838732,https://brochures.structuredretailproducts.com/brochure/2025/08/28/B2-CD-D0-6A-A5-0A-08-E3-9F-37-34-20-25-E4-A6-DE.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['Morningstar Eurozone Banks Static Select 10 EW Decrement 50 Point GR EUR Index'],Decrement,2025-01-23T00:00:00Z,10.13973,Quarterly,0.0,European,-50.0,0.0,7.9,,2026-06-08T00:00:00Z,-1.0,100.0,-2.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2983943593,https://brochures.structuredretailproducts.com/brochure/2025/08/28/EB-EE-20-FE-09-EC-20-A0-01-CA-0B-02-EF-53-10-FB.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Medium Term Note,4.0,EUR,['MerQube Bouygues 1.9 Index Point Decrement EUR Index'],Decrement,2024-11-25T00:00:00Z,10.28493,Quarterly,0.0,European,-50.0,0.0,12.5,,2030-11-28T00:00:00Z,-19.0,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2941450103,https://brochures.structuredretailproducts.com/brochure/2025/08/28/2F-10-B9-BA-CD-0A-92-76-89-5C-50-06-DD-0D-1C-5A.pdf
FRA,Phoenix Memoire Engie Decrement 1.20 Décembre 2024,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['iStoxx Single Stock on Engie GR Decrement 1.2 Price EUR Index'],Decrement,2024-12-20T00:00:00Z,10.03014,Quarterly,0.0,European,-60.0,0.0,7.0,,2030-03-20T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2949501337,https://brochures.structuredretailproducts.com/brochure/2025/08/28/30-43-06-73-9E-3F-07-84-2B-F2-85-C4-3B-49-7C-D7.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['MerQube FDJ United 2.05 Point Decrement EUR Index'],Decrement,2025-07-30T00:00:00Z,12.06575,Quarterly,0.0,European,-60.0,0.0,9.0,,2036-08-13T00:00:00Z,-30.0,100.0,-30.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 30/07/2025, 13/08/2025",XS3126825838,https://brochures.structuredretailproducts.com/brochure/2025/08/28/8D-85-D6-1A-17-4A-08-F4-1C-EB-17-09-84-AA-52-20.pdf
FRA,Quanto Memory Coupon Barrier Autocall Notes linked to a Share,Citi,Non-public,Medium Term Note,5.0,EUR,['Novo Nordisk B'],Pharmaceuticals & Biotechnology,2025-01-31T00:00:00Z,5.02192,Quarterly,0.0,European,-40.0,0.0,11.1,,2026-01-30T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2983882353,https://brochures.structuredretailproducts.com/brochure/2025/08/28/40-1F-E4-EA-6B-4F-C0-36-AD-24-46-FE-EF-65-04-27.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,2.0,EUR,['MerQube Repsol SA 0.975 Point Decrement EUR Index'],Decrement,2025-07-16T00:00:00Z,12.11507,Monthly,0.0,European,-60.0,0.0,10.02,,2028-12-15T00:00:00Z,-8.4,100.0,-26.7,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 16/07/2025, 15/08/2025",XS3122202966,https://brochures.structuredretailproducts.com/brochure/2025/08/28/B5-B4-2B-33-76-AA-3B-A4-57-40-F7-AF-E8-19-50-BC.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Medium Term Note,4.0,EUR,['iStoxx Single Stock on Stellantis GR Decrement 1.34 Index'],Decrement,2024-08-26T00:00:00Z,10.11781,Quarterly,0.0,European,-80.0,0.0,12.0,,2029-09-29T00:00:00Z,-60.0,100.0,-40.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 26/08/2024, 30/09/2024",XS2873418060,https://brochures.structuredretailproducts.com/brochure/2025/08/28/8F-C0-EA-32-BD-E9-25-62-80-94-64-F5-5D-54-CF-6F.pdf
FRA,Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['iStoxx Single Stock on Credit Agricole GR Decrement 1.05 Price EUR Index'],Decrement,2025-07-17T00:00:00Z,12.2274,Daily,0.0,European,-60.0,,,,2026-09-25T00:00:00Z,0.0,110.0,0.0,110.0,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.   Initial Lookback Dates: 17/07/2025, 11/08/2025, 29/08/2025, 26/09/2025",XS3127104555,https://brochures.structuredretailproducts.com/brochure/2025/08/28/CE-C9-CF-F7-DE-83-78-4A-8D-EA-D2-06-20-D3-62-DC.pdf
FRA,Autocall Notes linked to the Worst Performing of an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,"['MerQube Scor 1.8 Point Decrement EUR Index', 'MerQube ENGIE 1.2 Point Decrement EUR Index']",Decrement,2025-02-13T00:00:00Z,10.31233,Quarterly,0.0,European,-70.0,,,,2030-11-29T00:00:00Z,-27.0,121.0,-28.5,121.5,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.  Initial Lookback Dates: 13/02/2025, 29/05/2025",XS2989679449,https://brochures.structuredretailproducts.com/brochure/2025/08/28/0E-43-98-90-62-1F-0E-3F-EA-F6-B4-7C-AD-63-23-08.pdf
FRA,Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['MerQube FDJ United 2.05 Point Decrement EUR Index'],Decrement,2025-08-13T00:00:00Z,12.10411,Quarterly,0.0,European,-50.0,,,,2036-09-10T00:00:00Z,-30.0,228.7,-30.0,237.475,"This is a growth product linked to the performance of an underlying.If during the daily observation period, the underlying is at or above a predefined level, the product terminates on that date and offers a capital return of 100% plus a pro-rated coupon p.a. since the launch of the product. At maturity, if the level of the underlying is at or above a predefined level, the product offers the maximum capital return. If the undelying is below this level, but at or above the predefined barrier, the product offers a capital return of 100%. Otherwise, the product participates 1:1 in the performance of the underlying.",XS3126979049,https://brochures.structuredretailproducts.com/brochure/2025/08/28/C1-8C-70-89-DB-51-57-74-2E-7A-6A-F1-7C-53-BD-2D.pdf
FRA,Phoenix Mémoire Asynchrone Engie Décrément 1.20 BNP Décrément 4.60 Mai 2025,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,"['MerQube ENGIE 1.2 Point Decrement EUR Index', 'MerQube BNP 4.6 Index Point Decrement EUR Index']",Decrement,2025-02-19T00:00:00Z,12.23836,Quarterly,0.0,European,-70.0,0.0,14.0,,2031-02-07T00:00:00Z,-25.0,100.0,-25.0,100.0,"This is an income product linked to the performance of a basket of underlyings.On each observation date, including at maturity, if the worst performing underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the worst performing underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS3004406495,https://brochures.structuredretailproducts.com/brochure/2025/08/28/24-6B-3F-88-8B-FA-17-3B-A8-1C-7D-78-47-08-29-93.pdf
FRA,Phoenix Mémoire Trimestriel Orange 0.7 Décrément Janvier 2025,Citi,Non-public,Unit-linked Insurance Plan,5.0,EUR,['iStoxx ORA GR Decrement 0.7 EUR Index'],Decrement,2024-11-22T00:00:00Z,12.19726,Quarterly,0.0,European,-50.0,0.0,10.25,,2030-10-15T00:00:00Z,0.0,100.0,0.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2927643168,https://brochures.structuredretailproducts.com/brochure/2025/08/28/45-C7-84-D9-03-0B-92-90-3D-E9-56-BE-71-7F-B3-60.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,4.0,EUR,['iStoxx Single Stock on Stellantis GR Decrement 1.34 Index'],Decrement,2024-08-27T00:00:00Z,10.27671,Quarterly,0.0,European,-80.0,0.0,9.0,,2028-02-28T00:00:00Z,-27.0,100.0,-57.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.  Initial Lookback Dates: 27/08/2024, 27/11/2024",XS2873471465,https://brochures.structuredretailproducts.com/brochure/2025/08/28/F6-A7-96-67-8A-85-DE-F5-A6-56-30-E7-44-63-4D-87.pdf
FRA,Memory Coupon Barrier Autocall Notes linked to an Index,Citi,Non-public,Unit-linked Insurance Plan,3.0,EUR,['MerQube Europe 10 Value Basket 50 Point Decrement Index'],Decrement,2024-09-04T00:00:00Z,10.10411,Quarterly,0.0,European,-50.0,0.0,7.6,,2025-10-02T00:00:00Z,0.0,100.0,-19.0,100.0,"This is an income product linked to the performance of an underlying.On each observation date, including at maturity, if the underlying is at or above a predefined level, the product offers a coupon. The product also uses a ‘memory effect’. If on the observation date no coupon is paid, the investor will receive any missed coupons retrospectively as soon as the above condition is met.Additionally, if on any of the specified observation dates, the level of the underlying is at or above a predefined level, the product terminates early and offers 100% capital return.At maturity, the product offers a capital return of 100%, as long as the underlying is at or above the predefined barrier. Otherwise, the product participates 1:1 in the performance of the underlying.",XS2885388327,https://brochures.structuredretailproducts.com/brochure/2025/08/28/EC-38-9A-86-8A-B6-19-B2-A1-D5-C9-85-D5-6A-BD-8B.pdf
FRA,Quanto  Worse of Autocallable Certificates,Goldman Sachs,Non-public,Investment Certificate,5.0,EUR,"['Eurostoxx 50', 'S&P 500']",Europe,2025-06-20T00:00:00Z,3.02192,SemiAnnually,0.0,European,-40.0,,,7.0,2026-06-29T00:00:00Z,0.0,107.0,0.0,117.5,"This is a growth product linked to the performance of a basket of underlyings.On each observation date, if the level of the worst performing underlying is at or above a predefined level, the product terminates early and offers 100% capital return, plus a specific coupon per period elapsed.At maturity, if the final level of the worst performing underlying is at or above a predefined level, the product offers the maximum capital return. If the level of the worst performing underlying is below this level but at least at the barrier, then the product offers 100% capital return. Otherwise, the product participates 1:1 in the performance of the worst performing underlying.",XS3036823501,https://brochures.structuredretailproducts.com/brochure/2025/08/28/94-87-D7-EC-9C-C0-5E-AD-C8-24-4D-7A-05-2C-F1-BE.pdf
